id,course_name,instructor,course_description,course_duration,level,discount_price,original_price
4952,HTML5 and CSS3 Bootcamp 2021,"Fahad Chaudhry, Usman Raoof",Complete Web Development in HTML5 and CSS3 in 2021 Feb + Websites Project from Start to End!,8,All Levels,5849.955,0
1469,"Scala Applied, Part 2",Dick Wall,Introduction to programming in the Scala language. Scala language features.,5,Beginner,899.955,1034.955
907,Create your first portfolio and host it live - for beginners,Manzoor Ahmed,"Design and build websites using html, css, javascript and typescript from scratch for absolute beginners.",9,Beginner,899.955,1034.955
1930,"HTML, CSS and JavaScript: The Complete Web Developer Course","Online Training Plus, John Bura, Mammoth Interactive","A Comprehensive Guide for Beginners interested in learning HTML, CSS, & JavaScript to Build Interactive Web Pages.",2,Beginner,1034.955,5399.955
3806,Step By Step HTML and CSS course for beginners,XEO Learning,Make your very first steps in the world of web development by learning HTML and CSS and building real world project,4,All Levels,1034.955,3374.955
2981,Ultimate Prometheus,Eldan Elias,"Learn Prometheus from the ground up, from learning the basics of monitoring all the way to deployment on Kubernetes",3,All Levels,899.955,1034.955
2363,"Build Reports with JasperReports, Java and Spring Boot",Infybuzz Learning,"Reporting with Java & Spring Framework Using TIBCO JasperSoft and Jasper Studio. Reports with Charts, Table, Sub Report",3,Beginner,1034.955,1439.955
3538,Learn Laravel Vuejs from scratch - Build a TESLA web app,Mohammad Kily,"Replicating the Tesla UI and Building a TESLA web application, using VueJs, VueX, Vuetify, Laravel, CSS and Bootstrap.",7,Beginner,1034.955,3239.955
292,20 Web Projects With Vanilla JavaScript,Brad Traversy,"Build 20 mini frontend projects from scratch with HTML5, CSS & JavaScript (No frameworks or libraries)",16,All Levels,1439.955,3374.955
2027,Full-Stack Web Development For Beginners,Bluelime Learning Solutions,"Learn  Frontend and Backend Web Development Using: HTML, CSS, JAVASCRIPT, NODE, SQL,POSTGRESQL,REACT,RESTful APIs",37,Beginner,1214.955,5849.955
1998,Learn Flowcharting and Pseudocode. Be a better programmer!,Richard Vannoy II,Learn the 2 most important skills in a programmer's tool box. Simplify your learning curve for any programming language.,6,Beginner,1214.955,2159.955
842,Statistics for Data Analysis Using R,"Sandeep Kumar, ­ Quality Gurus Inc.","Learn Programming in R & R Studio • Descriptive, Inferential Statistics • Plots for Data Visualization • Data Science",12,All Levels,1214.955,2834.955
2744,Ansible Essentials with Hands-on Labs,Ugur Oktay,Learn Ansible for DevOps & Automation. Start from the basics and go all the way to creating your own playbooks & roles!,6,All Levels,1214.955,3239.955
74,Modern HTML & CSS From The Beginning (Including Sass),Brad Traversy,"Build modern responsive websites & UIs with HTML5, CSS3 & Sass! Learn Flex & CSS Grid",21,All Levels,1439.955,3239.955
1467,"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase",Loony Corn,"A down-to-earth, shy but confident take on machine learning techniques that you can put to work today",20,All Levels,1214.955,3239.955
200,Python for Beginners with Examples,Ardit Sulce,A Python course for the busy ones to learn Python programming. Learn and practice Python by building two complete apps.,4,Beginner,1439.955,2384.955
1507,The Complete Core Java Course : Learn to Code,Dezlearn Education,Learn Java from scratch. Ideal for testing professionals transitioning to DevOps or Automation. Java for Selenium.,10,All Levels,1034.955,3239.955
65,The Modern Python 3 Bootcamp,Colt Steele,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes,30,Beginner,1439.955,7199.955
3065,jQuery in Action: Build 20 jQuery Projects,Crypters Infotech,jQuery Hands-On Practical Course! Learn jQuery from Basics & Create 20 amazing real-world jQuery Projects,23,All Levels,1439.955,6299.955
3740,Software Quality Assurance,Michael Cesino,Software quality is more important to us today than ever. Broad introduction of the subject matter.,5,Beginner,7199.955,0
715,SQL Server Administration Part 2,Raphael Asghar,"Learn how to optimize, improve performance, review and analysis statistics, use monitoring tools,  and create indexes",10,Beginner,899.955,1034.955
714,Build a Blockchain & Cryptocurrency | Full-Stack Edition,David Joseph Katz,"Updated for 2022-23: full-stack blockchain+crypto course! A backend + frontend with Node.js, Express, React, & more!",15,Intermediate,1439.955,7649.955
2510,To-Do App & Clean Architecture -Android Development - Kotlin,Stefan Jovanovic,"Develop a Fully Functional To-Do app in Kotlin - ROOM, Navigation Component, LiveData, ViewModel, Data Binding and more.",4,Intermediate,1034.955,1214.955
187,Statistics for Business Analytics and Data Science A-Z™,"Kirill Eremenko, Ligency I Team, Ligency Team","Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!",6,All Levels,1439.955,7649.955
2451,"Python 3 in 1: Basics, Advanced and Django",Python Pros,"Learn Python Basics, Advanced and Django in One Course, its a course to have, if you want to learn in details",20,All Levels,1034.955,5399.955
3177,Learn Python for beginners,DL Academy,Get quickly started with the python programming language while doing exciting projects,2,Beginner,899.955,1034.955
3913,Complete SQL Bootcamp With MySQL - SQL Interview Masterclass,Prashant Munshi,Learn Complete SQL - SQL Beginner to Advanced With MySQL - Top 100+ SQL Interview Questions & Answers,21,All Levels,1034.955,1439.955
4741,MS SQL with C#,Oak Academy,"Learn C#, MS SQL Server, Ms SQL Backup & Recovery, how to connect C# to SQL and more with this comprehensive SQL course",25,All Levels,1214.955,5849.955
344,DevOps MasterClass : Terraform Jenkins Kubernetes Ansible,LevelUp360° DevOps | Selenium | GCP | Terraform | Kubernetes | Ansible,DevOps with Jenkins Terraform AWS Docker Swarm Maven Kubernetes GIT & Ansible Automation with DevOps Realworld Exercises,63,All Levels,1574.955,5399.955
491,AngularJS JumpStart with Dan Wahlin,Dan Wahlin,Building Web applications? Learn to build robust Single Page Applications (SPAs) with the popular AngularJS framework!,10,All Levels,1214.955,1439.955
392,The Java Spring Tutorial: Learn Java's Popular Web Framework,John Purcell,"Learn the hottest, most in-demand Java web framework, including web programming with Spring MVC and Hibernate. Lifetime access with no subscription on Udemy.",28,Expert,899.955,1034.955
2046,Java Lambda & Streams [Examples With Selenium WebDriver],Vinoth Selvaraj,"Learn Java 8 Lambda, Stream, Functional Style Programming & How To Apply Them In Test Automation to be a rock solid SDET",13,All Levels,899.955,1034.955
3409,Modern .NET Ecosystem and .NET Core,Engineer Spock,Learn all the modern .NET concepts. .NET Core is the Future of .NET,1,All Levels,899.955,1034.955
133,Docker Crash Course for busy DevOps and Developers,"Tao W., Level Up, James Lee",Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,3,All Levels,1214.955,3509.955
3472,SQL Tricky Interview Questions Preparation Course,KnowledgePowerhouse !,Handle Tough Interview Questions on SQL. Save time in Interview preparation.,3,All Levels,1214.955,3239.955
2209,Learn By Example : Apache Storm,Loony Corn,25 Solved examples on Real Time Stream Processing,4,All Levels,1214.955,3239.955
955,"Learn AWS Identity Management with AWS IAM, SSO & Federation","Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate","Deep dive into Amazon AWS Identity Access Management (AWS IAM) + AWS Organizations, Directory Service, Federation & SSO",4,Beginner,1034.955,1214.955
2335,Oracle Performance Tuning,Amit Arora,This tutorial will provide a good foundation of Oracle performance tuning along with handy tips for issue resolution.,3,Intermediate,899.955,1034.955
1627,Laravel 8 - Build Advance Ecommerce Project A-Z,"Kazi Ariyan, easy Learning","In This Course, You Will Build Three Different Project With Laravel 8 Include Advance Professional Ecommerce Site A-Z",99,All Levels,1439.955,5399.955
610,Creating Accessible Websites,Stefany Newman,"Achieve WCAG compliance by learning accessibility testing, WAI-ARIA, and website optimization for screen readers",3,Beginner,899.955,1034.955
4036,Java Programming: Become a Professional Java Engineer!,Anirudh Balasubramanian,Learn Java from start to finish using an exciting project driven approach,34,All Levels,899.955,1034.955
4774,Mastering the Django admin dashboard,Erick M'bwana,"Learn how to use, customise and supercharge the Django admin to your advantage",2,All Levels,1034.955,2159.955
11,Automate the Boring Stuff with Python Programming,Al Sweigart,"A practical programming course for office workers, academics, and administrators who want to improve their productivity.",9,All Levels,1439.955,2159.955
1205,C++ programming step-by-step: From Beginner to Advanced,Shibaji Paul,"Start with basics of C++ (v11 and v14) then master File I/O, Object Oriented Programming or OOP, STL, Functors, Lambda",27,All Levels,1034.955,5399.955
513,The Ultimate Oracle SQL Course: SQL Made Practical,Carlos from Standout-Dev Academy,From beginner to Oracle SQL genius: Become a professional SQL Developer with this Hands-On Oracle SQL training.,16,All Levels,1439.955,6299.955
4592,Complete Practical LINQ Tutorial in C#,Engineer Spock,"LINQ to Entities, LINQ to Objects, LINQ to XML, Functional Programming and LINQ",4,All Levels,1214.955,1439.955
3430,C# in 3 Hours: C# Programming Tutorial for Beginners,Ajay R Warrier,C# in 3 Hours. C#Made Easy. No Previous Experience Required. Ultimate Guide to C#. Master C# Programming.,3,Beginner,1214.955,3239.955
4281,Android Apps Reskinning for Beginners - A practical approach,Cristian Gradisteanu,Learn how to reskin mobile apps from start to finish and be a part of an industry that attracts million of users.,6,All Levels,1439.955,3239.955
283,Salesforce Development Training for Beginners,Deepika Khanna,Salesforce Development :Learn about Apex programming and Salesforce development. Become a Salesforce Developer.,14,All Levels,1214.955,5849.955
3331,Machine Learning for Absolute Beginners - Level 2,Idan Gabrieli,Learn the Python Fundamentals and Pandas Library for Data Science Projects,4,Beginner,1439.955,6299.955
2762,Learn Spring & Spring Boot – 10x Productive Java Development,Niyazi Erdogan,Spring Boot is highly in-demand and ultimate way to develop Java applications. Start developing your apps right now!,9,All Levels,1214.955,2339.955
1673,Vagrant Up! Comprehensive development system automation,Jason Taylor,Go from zero to hero by solving the development system dilemma with automation and versioned configuration with Vagrant ,4,All Levels,1034.955,3824.955
2692,React - The Beginner's Course 2021,Anton Francis Jeejo,Learn React JS from absolute scratch by building your first React web app.This course is for absolute beginners.,1,Beginner,1034.955,1439.955
4752,Projects in Electron: Learn Electron Framework Building Apps,"Eduonix Learning Solutions, Eduonix-Tech .",Learn to develop cross OS desktop apps with hottest JS framework for desktop app creation,5,Intermediate,1034.955,3239.955
1686,"Recursion, Backtracking and Dynamic Programming in Python",Holczer Balazs,"Learn Competitive Programming, Recursion, Backtracking, Divide and Conquer Methods and Dynamic Programming in Python",15,All Levels,1214.955,5849.955
3680,Hacking with watchOS 5 - Build Amazing Apple Watch Apps,Stephen DeStefano,The Hacking with watchOS tutorial series is designed to make it easy for beginners to get started coding for watchOS 5,14,Beginner,899.955,1034.955
4370,Wix Web Design 2022: Level 2: Intermediate*Certified Trainer,"Michael Wood, M.Ed., M.S.",Get inside the mind of a Wix Certified Trainer and learn the essentials of good design. Part 2 of our Master Course.,8,Intermediate,1214.955,2159.955
323,Deep Learning Prerequisites: Linear Regression in Python,Lazy Programmer Inc.,"Data science, machine learning, and artificial intelligence in Python for students and professionals",6,All Levels,1439.955,6299.955
2982,d3.js - Complete Developer Data Visualization Guide,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor","Bring Data to life with D3.Js Data Visualization Library.  Master JavaScript, HTML, CSS and Build Stunning Data Visuals",17,All Levels,1034.955,5399.955
2944,Data Visualization with MATLAB - Projects and Examples,"Tod Vachev, Hristo Zhivomirov","Learn how to Visualize Data with MATLAB in 2D, 3D, 4D, 5D and create animated plots with tens of projects and examples!",5,Intermediate,1214.955,5849.955
1277,"REST Assured API Automation,Allure Reports - An Introduction",Tejasvi Hegde,This course will help you get started with REST Assured & Allure Reports using Junit4,4,Beginner,899.955,1034.955
3835,HTML5 Coding from Scratch - Build Your Own Website,Victor Gorinov,HTML Course for Complete Beginners. Learn HTML and Create Your First Website in 2021.,1,Beginner,1214.955,5849.955
3449,Become a Node.js developer:/Node.js/Express.js/MongoDB/API,Bluelime Learning Solutions,Learn Node.js from scratch by building a real-world  Chat application and a REST  API,10,Beginner,1034.955,2699.955
